Model,Mut_alpha,Run,Parameter,p-value,Statistics,Iter
Minimal,-0.05,Bm6,Translation rate,0.0011283483098945622,10.604138302339873,iter1
Minimal,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.05,Bm6,Divergence ratio,0.17818372257138163,1.812707986588551,iter1
No Cost,-0.05,Bm6,Transcription rate,0.42089682456898125,0.6478097962754292,iter1
No Cost,-0.05,Bm6,Translation rate,2.6220612639787377e-05,17.673853990768563,iter1
No Cost,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.05,Bm6,Divergence ratio,0.07968872281847325,3.071238848540715,iter1
Mixed,-0.05,Bm6,Transcription rate,0.5932617918204881,0.2852791121001962,iter2
Mixed,-0.05,Bm6,Translation rate,5.26811291667946e-07,25.163079966514644,iter2
Mixed,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.05,Bm6,Divergence ratio,0.07968872281847325,3.071238848540715,iter2
ADS,-0.05,Bm6,Transcription rate,0.5031824528591515,0.44821791993936877,iter2
ADS,-0.05,Bm6,Translation rate,0.00014592616083559297,14.424057427603511,iter2
ADS,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.05,Bm6,Divergence ratio,0.13840843153872393,2.195565205409051,iter2
Minimal,-0.05,Bm6,Transcription rate,0.6900849897176329,0.1589933727579116,iter2
Minimal,-0.05,Bm6,Translation rate,0.00014592616083559297,14.424057427603511,iter2
Minimal,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.05,Bm6,Divergence ratio,0.28209840996311747,1.156952754438214,iter2
No Cost,-0.05,Bm6,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
No Cost,-0.05,Bm6,Translation rate,2.6220612639787377e-05,17.673853990768563,iter2
No Cost,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.05,Bm6,Divergence ratio,0.030879533536741728,4.659647326964871,iter2
Mixed,-0.05,Bm6,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
Mixed,-0.05,Bm6,Translation rate,4.02369060274092e-06,21.25352817040561,iter3
Mixed,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.05,Bm6,Divergence ratio,0.04304778131719536,4.093524765659931,iter3
ADS,-0.05,Bm6,Transcription rate,0.7922698809993411,0.06936070191251494,iter3
ADS,-0.05,Bm6,Translation rate,0.0004200576801101104,12.440791727977913,iter3
ADS,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.05,Bm6,Divergence ratio,0.28209840996311747,1.156952754438214,iter3
Minimal,-0.05,Bm6,Transcription rate,0.8981579395873303,0.016381099564006237,iter3
Minimal,-0.05,Bm6,Translation rate,0.0004200576801101104,12.440791727977913,iter3
Minimal,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.05,Bm6,Divergence ratio,0.34709351835447666,0.8840547411083777,iter3
No Cost,-0.05,Bm6,Transcription rate,0.42089682456898125,0.6478097962754292,iter3
No Cost,-0.05,Bm6,Translation rate,0.00014592616083559297,14.424057427603511,iter3
No Cost,-0.05,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.05,Bm6,Divergence ratio,0.07968872281847325,3.071238848540715,iter3
Mixed,-0.05,Bm7,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
Mixed,-0.05,Bm7,Translation rate,1.2471004743600721e-08,32.41206099663413,iter1
Mixed,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.05,Bm7,Divergence ratio,0.004575411835625495,8.040056160942889,iter1
ADS,-0.05,Bm7,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
ADS,-0.05,Bm7,Translation rate,8.379549325506371e-05,15.47066988016164,iter1
ADS,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.05,Bm7,Divergence ratio,0.13840843153872393,2.195565205409051,iter1
Minimal,-0.05,Bm7,Transcription rate,0.42089682456898125,0.6478097962754292,iter1
Minimal,-0.05,Bm7,Translation rate,8.379549325506371e-05,15.47066988016164,iter1
Minimal,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.05,Bm7,Divergence ratio,0.07968872281847325,3.071238848540715,iter1
No Cost,-0.05,Bm7,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
No Cost,-0.05,Bm7,Translation rate,7.649025641311253e-06,20.02365037536304,iter1
No Cost,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.05,Bm7,Divergence ratio,0.004575411835625495,8.040056160942889,iter1
Mixed,-0.05,Bm7,Transcription rate,0.5932617918204881,0.2852791121001962,iter2
Mixed,-0.05,Bm7,Translation rate,1.0654347119763374e-09,37.201286436668475,iter2
Mixed,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.05,Bm7,Divergence ratio,0.04304778131719536,4.093524765659931,iter2
ADS,-0.05,Bm7,Transcription rate,0.5031824528591515,0.44821791993936877,iter2
ADS,-0.05,Bm7,Translation rate,8.379549325506371e-05,15.47066988016164,iter2
ADS,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.05,Bm7,Divergence ratio,0.059043328919913714,3.5640552728518795,iter2
Minimal,-0.05,Bm7,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
Minimal,-0.05,Bm7,Translation rate,7.649025641311253e-06,20.02365037536304,iter2
Minimal,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.05,Bm7,Divergence ratio,0.030879533536741728,4.659647326964871,iter2
No Cost,-0.05,Bm7,Transcription rate,0.17818372257138163,1.812707986588551,iter2
No Cost,-0.05,Bm7,Translation rate,4.02369060274092e-06,21.25352817040561,iter2
No Cost,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.05,Bm7,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
Mixed,-0.05,Bm7,Transcription rate,0.5031824528591515,0.44821791993936877,iter3
Mixed,-0.05,Bm7,Translation rate,1.0559959363074452e-06,23.823242965981414,iter3
Mixed,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.05,Bm7,Divergence ratio,0.02179066203846969,5.262422956766699,iter3
ADS,-0.05,Bm7,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
ADS,-0.05,Bm7,Translation rate,4.7285752286331196e-05,16.55393540121666,iter3
ADS,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.05,Bm7,Divergence ratio,0.13840843153872393,2.195565205409051,iter3
Minimal,-0.05,Bm7,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
Minimal,-0.05,Bm7,Translation rate,8.379549325506371e-05,15.47066988016164,iter3
Minimal,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.05,Bm7,Divergence ratio,0.10585248737497606,2.6150754927264392,iter3
No Cost,-0.05,Bm7,Transcription rate,0.17818372257138163,1.812707986588551,iter3
No Cost,-0.05,Bm7,Translation rate,4.02369060274092e-06,21.25352817040561,iter3
No Cost,-0.05,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.05,Bm7,Divergence ratio,0.02179066203846969,5.262422956766699,iter3
Mixed,-0.05,Bm8,Transcription rate,0.42089682456898125,0.6478097962754292,iter1
Mixed,-0.05,Bm8,Translation rate,1.8898285960774294e-10,40.57736873917582,iter1
Mixed,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.05,Bm8,Divergence ratio,0.02179066203846969,5.262422956766699,iter1
ADS,-0.05,Bm8,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
ADS,-0.05,Bm8,Translation rate,1.243165261469658e-07,27.95271317307177,iter1
ADS,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.05,Bm8,Divergence ratio,0.004575411835625495,8.040056160942889,iter1
Minimal,-0.05,Bm8,Transcription rate,0.5932617918204881,0.2852791121001962,iter1
Minimal,-0.05,Bm8,Translation rate,2.6220612639787377e-05,17.673853990768563,iter1
Minimal,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.05,Bm8,Divergence ratio,0.04304778131719536,4.093524765659931,iter1
No Cost,-0.05,Bm8,Transcription rate,0.17818372257138163,1.812707986588551,iter1
No Cost,-0.05,Bm8,Translation rate,2.7322181200040144e-08,30.88895865361646,iter1
No Cost,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.05,Bm8,Divergence ratio,0.004575411835625495,8.040056160942889,iter1
Mixed,-0.05,Bm8,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
Mixed,-0.05,Bm8,Translation rate,3.120108492829616e-11,44.10006331567071,iter2
Mixed,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.05,Bm8,Divergence ratio,0.02179066203846969,5.262422956766699,iter2
ADS,-0.05,Bm8,Transcription rate,0.6900849897176329,0.1589933727579116,iter2
ADS,-0.05,Bm8,Translation rate,1.2471004743600721e-08,32.41206099663413,iter2
ADS,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.05,Bm8,Divergence ratio,0.04304778131719536,4.093524765659931,iter2
Minimal,-0.05,Bm8,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
Minimal,-0.05,Bm8,Translation rate,1.0654347119763374e-09,37.201286436668475,iter2
Minimal,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.05,Bm8,Divergence ratio,0.04304778131719536,4.093524765659931,iter2
No Cost,-0.05,Bm8,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
No Cost,-0.05,Bm8,Translation rate,1.2471004743600721e-08,32.41206099663413,iter2
No Cost,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.05,Bm8,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
Mixed,-0.05,Bm8,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
Mixed,-0.05,Bm8,Translation rate,1.0654347119763374e-09,37.201286436668475,iter3
Mixed,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.05,Bm8,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
ADS,-0.05,Bm8,Transcription rate,0.7922698809993411,0.06936070191251494,iter3
ADS,-0.05,Bm8,Translation rate,2.6220612639787377e-05,17.673853990768563,iter3
ADS,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.05,Bm8,Divergence ratio,0.04304778131719536,4.093524765659931,iter3
Minimal,-0.05,Bm8,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
Minimal,-0.05,Bm8,Translation rate,1.4286976812894014e-05,18.830425648817357,iter3
Minimal,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.05,Bm8,Divergence ratio,0.059043328919913714,3.5640552728518795,iter3
No Cost,-0.05,Bm8,Transcription rate,0.28209840996311747,1.156952754438214,iter3
No Cost,-0.05,Bm8,Translation rate,2.4627211695436118e-09,35.56822488816014,iter3
No Cost,-0.05,Bm8,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.05,Bm8,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
Mixed,-0.05,Bm9,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
Mixed,-0.05,Bm9,Translation rate,7.748056396200987e-11,42.320389493174815,iter1
Mixed,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter1
ADS,-0.05,Bm9,Transcription rate,0.17818372257138163,1.812707986588551,iter1
ADS,-0.05,Bm9,Translation rate,2.4627211695436118e-09,35.56822488816014,iter1
ADS,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.05,Bm9,Divergence ratio,0.0018947623210839935,9.648791174012313,iter1
Minimal,-0.05,Bm9,Transcription rate,0.5031824528591515,0.44821791993936877,iter1
Minimal,-0.05,Bm9,Translation rate,5.8801453774942986e-08,29.40250937909567,iter1
Minimal,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.05,Bm9,Divergence ratio,0.030879533536741728,4.659647326964871,iter1
No Cost,-0.05,Bm9,Transcription rate,0.17818372257138163,1.812707986588551,iter1
No Cost,-0.05,Bm9,Translation rate,4.527567131311085e-10,38.871001053673695,iter1
No Cost,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.05,Bm9,Divergence ratio,0.00026454432361621647,13.306098022113815,iter1
Mixed,-0.05,Bm9,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
Mixed,-0.05,Bm9,Translation rate,3.120108492829616e-11,44.10006331567071,iter2
Mixed,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
ADS,-0.05,Bm9,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
ADS,-0.05,Bm9,Translation rate,1.2471004743600721e-08,32.41206099663413,iter2
ADS,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
Minimal,-0.05,Bm9,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
Minimal,-0.05,Bm9,Translation rate,1.8898285960774294e-10,40.57736873917582,iter2
Minimal,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
No Cost,-0.05,Bm9,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
No Cost,-0.05,Bm9,Translation rate,1.0654347119763374e-09,37.201286436668475,iter2
No Cost,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.05,Bm9,Divergence ratio,0.0011884993660037063,10.508138283292357,iter2
Mixed,-0.05,Bm9,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
Mixed,-0.05,Bm9,Translation rate,7.748056396200987e-11,42.320389493174815,iter3
Mixed,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
ADS,-0.05,Bm9,Transcription rate,0.42089682456898125,0.6478097962754292,iter3
ADS,-0.05,Bm9,Translation rate,1.243165261469658e-07,27.95271317307177,iter3
ADS,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
Minimal,-0.05,Bm9,Transcription rate,0.42089682456898125,0.6478097962754292,iter3
Minimal,-0.05,Bm9,Translation rate,2.7322181200040144e-08,30.88895865361646,iter3
Minimal,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
No Cost,-0.05,Bm9,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
No Cost,-0.05,Bm9,Translation rate,4.527567131311085e-10,38.871001053673695,iter3
No Cost,-0.05,Bm9,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.05,Bm9,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
Mixed,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
Mixed,-0.05,Bm10,Translation rate,3.120108492829616e-11,44.10006331567071,iter1
Mixed,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.05,Bm10,Divergence ratio,0.0011884993660037063,10.508138283292357,iter1
ADS,-0.05,Bm10,Transcription rate,0.42089682456898125,0.6478097962754292,iter1
ADS,-0.05,Bm10,Translation rate,1.8898285960774294e-10,40.57736873917582,iter1
ADS,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.05,Bm10,Divergence ratio,0.0018947623210839935,9.648791174012313,iter1
Minimal,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
Minimal,-0.05,Bm10,Translation rate,2.4627211695436118e-09,35.56822488816014,iter1
Minimal,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.05,Bm10,Divergence ratio,0.0018947623210839935,9.648791174012313,iter1
No Cost,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
No Cost,-0.05,Bm10,Translation rate,7.748056396200987e-11,42.320389493174815,iter1
No Cost,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.05,Bm10,Divergence ratio,0.00026454432361621647,13.306098022113815,iter1
Mixed,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
Mixed,-0.05,Bm10,Translation rate,6.855332542846912e-13,51.58528929062314,iter2
Mixed,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.05,Bm10,Divergence ratio,0.0004441176378386159,12.336791707343107,iter2
ADS,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
ADS,-0.05,Bm10,Translation rate,1.8898285960774294e-10,40.57736873917582,iter2
ADS,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.05,Bm10,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
Minimal,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
Minimal,-0.05,Bm10,Translation rate,3.120108492829616e-11,44.10006331567071,iter2
Minimal,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.05,Bm10,Divergence ratio,0.0011884993660037063,10.508138283292357,iter2
No Cost,-0.05,Bm10,Transcription rate,0.17818372257138163,1.812707986588551,iter2
No Cost,-0.05,Bm10,Translation rate,4.527567131311085e-10,38.871001053673695,iter2
No Cost,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.05,Bm10,Divergence ratio,0.0004441176378386159,12.336791707343107,iter2
Mixed,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
Mixed,-0.05,Bm10,Translation rate,3.120108492829616e-11,44.10006331567071,iter3
Mixed,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.05,Bm10,Divergence ratio,0.0004441176378386159,12.336791707343107,iter3
ADS,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
ADS,-0.05,Bm10,Translation rate,1.8898285960774294e-10,40.57736873917582,iter3
ADS,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.05,Bm10,Divergence ratio,0.0007328067690399744,11.40413846106929,iter3
Minimal,-0.05,Bm10,Transcription rate,0.34709351835447666,0.8840547411083777,iter3
Minimal,-0.05,Bm10,Translation rate,1.0654347119763374e-09,37.201286436668475,iter3
Minimal,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.05,Bm10,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
No Cost,-0.05,Bm10,Transcription rate,0.42089682456898125,0.6478097962754292,iter3
No Cost,-0.05,Bm10,Translation rate,1.8898285960774294e-10,40.57736873917582,iter3
No Cost,-0.05,Bm10,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.05,Bm10,Divergence ratio,0.004575411835625495,8.040056160942889,iter3
Mixed,-0.075,Bm05,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter1
Mixed,-0.075,Bm05,Translation rate,0.04304778131719536,4.093524765659931,iter1
Mixed,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.075,Bm05,Divergence ratio,4.794239760284531e-12,47.76937016615315,iter1
ADS,-0.075,Bm05,Transcription rate,1.8898285960774294e-10,40.57736873917582,iter1
ADS,-0.075,Bm05,Translation rate,2.9731606509964168e-08,30.72495862107695,iter1
ADS,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.075,Bm05,Divergence ratio,1.7659848882591506e-22,95.1488081382172,iter1
Minimal,-0.075,Bm05,Transcription rate,4.527567131311085e-10,38.871001053673695,iter1
Minimal,-0.075,Bm05,Translation rate,4.975113398045161e-10,38.68700101716597,iter1
Minimal,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.075,Bm05,Divergence ratio,4.6094518116428306e-23,97.80815560463842,iter1
No Cost,-0.075,Bm05,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter1
No Cost,-0.075,Bm05,Translation rate,0.0004441176378386159,12.336791707343107,iter1
No Cost,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.075,Bm05,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter1
Mixed,-0.075,Bm05,Transcription rate,0.00024974021681420437,13.414098043542271,iter2
Mixed,-0.075,Bm05,Translation rate,0.04304778131719536,4.093524765659931,iter2
Mixed,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.075,Bm05,Divergence ratio,7.748056396200987e-11,42.320389493174815,iter2
ADS,-0.075,Bm05,Transcription rate,1.0654347119763374e-09,37.201286436668475,iter2
ADS,-0.075,Bm05,Translation rate,1.3475485329436254e-07,27.796713142119565,iter2
ADS,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.075,Bm05,Divergence ratio,2.4548420317160033e-21,89.9400724108655,iter2
Minimal,-0.075,Bm05,Transcription rate,1.8898285960774294e-10,40.57736873917582,iter2
Minimal,-0.075,Bm05,Translation rate,6.386263245595771e-08,29.242509347349817,iter2
Minimal,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.075,Bm05,Divergence ratio,2.4548420317160033e-21,89.9400724108655,iter2
No Cost,-0.075,Bm05,Transcription rate,2.6220612639787377e-05,17.673853990768563,iter2
No Cost,-0.075,Bm05,Translation rate,8.910042749725278e-05,15.354669857145895,iter2
No Cost,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.075,Bm05,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter2
Mixed,-0.075,Bm05,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter3
Mixed,-0.075,Bm05,Translation rate,0.13840843153872393,2.195565205409051,iter3
Mixed,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.075,Bm05,Divergence ratio,4.794239760284531e-12,47.76937016615315,iter3
ADS,-0.075,Bm05,Transcription rate,4.527567131311085e-10,38.871001053673695,iter3
ADS,-0.075,Bm05,Translation rate,2.9731606509964168e-08,30.72495862107695,iter3
ADS,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.075,Bm05,Divergence ratio,6.644225632513112e-22,92.52611374029291,iter3
Minimal,-0.075,Bm05,Transcription rate,1.2471004743600721e-08,32.41206099663413,iter3
Minimal,-0.075,Bm05,Translation rate,8.547329044008602e-11,42.128389455079784,iter3
Minimal,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.075,Bm05,Divergence ratio,1.7659848882591506e-22,95.1488081382172,iter3
No Cost,-0.075,Bm05,Transcription rate,2.6220612639787377e-05,17.673853990768563,iter3
No Cost,-0.075,Bm05,Translation rate,0.00015486972426095714,14.312057405381411,iter3
No Cost,-0.075,Bm05,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.075,Bm05,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter3
Mixed,-0.075,Bm1,Transcription rate,0.07718322959792862,3.123238858858119,iter1
Mixed,-0.075,Bm1,Translation rate,0.42089682456898125,0.6478097962754292,iter1
Mixed,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.075,Bm1,Divergence ratio,1.0559959363074452e-06,23.823242965981414,iter1
ADS,-0.075,Bm1,Transcription rate,2.0796064837633574e-06,22.520059033945067,iter1
ADS,-0.075,Bm1,Translation rate,2.7987227700071524e-05,17.549853966165525,iter1
ADS,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.075,Bm1,Divergence ratio,3.238383804115471e-14,57.58406599105479,iter1
Minimal,-0.075,Bm1,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter1
Minimal,-0.075,Bm1,Translation rate,1.5278800413688168e-05,18.702425623420673,iter1
Minimal,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.075,Bm1,Divergence ratio,1.829287123739404e-12,49.65900319413969,iter1
No Cost,-0.075,Bm1,Transcription rate,0.134518800005224,2.2395652141391618,iter1
No Cost,-0.075,Bm1,Translation rate,0.04304778131719536,4.093524765659931,iter1
No Cost,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.075,Bm1,Divergence ratio,2.0796064837633574e-06,22.520059033945067,iter1
Mixed,-0.075,Bm1,Transcription rate,0.057086976171368826,3.6200552839629294,iter2
Mixed,-0.075,Bm1,Translation rate,0.34709351835447666,0.8840547411083777,iter2
Mixed,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.075,Bm1,Divergence ratio,1.0559959363074452e-06,23.823242965981414,iter2
ADS,-0.075,Bm1,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter2
ADS,-0.075,Bm1,Translation rate,8.195749441436934e-06,19.891650349172707,iter2
ADS,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.075,Bm1,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter2
Minimal,-0.075,Bm1,Transcription rate,7.649025641311253e-06,20.02365037536304,iter2
Minimal,-0.075,Bm1,Translation rate,0.00015486972426095714,14.312057405381411,iter2
Minimal,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.075,Bm1,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter2
No Cost,-0.075,Bm1,Transcription rate,0.17346876677310774,1.8527079945250151,iter2
No Cost,-0.075,Bm1,Translation rate,0.02179066203846969,5.262422956766699,iter2
No Cost,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.075,Bm1,Divergence ratio,1.0559959363074452e-06,23.823242965981414,iter2
Mixed,-0.075,Bm1,Transcription rate,0.041547950994098,4.153524777564628,iter3
Mixed,-0.075,Bm1,Translation rate,0.34709351835447666,0.8840547411083777,iter3
Mixed,-0.075,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.075,Bm1,Divergence ratio,2.6220612639787377e-05,17.673853990768563,iter3
ADS,-0.075,Bm1,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter3
