SCER_GENE;SPAR_GENE;SGD;SGD_SYSTEMATIC_ID;STANDARD_NAME;SCER_MAPPABLE_BASES;SPAR_MAPPABLE_BASES;HYBRID_SCER_MRNA_REP1_TOTCOV;HYBRID_SCER_MRNA_REP2_TOTCOV;HYBRID_SPAR_MRNA_REP1_TOTCOV;HYBRID_SPAR_MRNA_REP2_TOTCOV;HYBRID_MRNA_REP1_RAT;HYBRID_MRNA_REP2_RAT;PARENTAL_SCER_MRNA_REP1_TOTCOV;PARENTAL_SCER_MRNA_REP2_TOTCOV;PARENTAL_SPAR_MRNA_REP1_TOTCOV;PARENTAL_SPAR_MRNA_REP2_TOTCOV;PARENTAL_MRNA_REP1_RAT;PARENTAL_MRNA_REP2_RAT;HYBRID_SCER_RIBO_REP1_TOTCOV;HYBRID_SCER_RIBO_REP2_TOTCOV;HYBRID_SPAR_RIBO_REP1_TOTCOV;HYBRID_SPAR_RIBO_REP2_TOTCOV;HYBRID_RIBO_REP1_RAT;HYBRID_RIBO_REP2_RAT;PARENTAL_SCER_RIBO_REP1_TOTCOV;PARENTAL_SCER_RIBO_REP2_TOTCOV;PARENTAL_SPAR_RIBO_REP1_TOTCOV;PARENTAL_SPAR_RIBO_REP2_TOTCOV;PARENTAL_RIBO_REP1_RAT;PARENTAL_RIBO_REP2_RAT;MRNA_CIS_TEST;TRANSL_CIS_TEST;PARENTAL_TEST;MRNA_CIS_MAX_P;MRNA_CIS_DIR;MRNA_CIS_NO_TEST;TRANSL_CIS_MAX_P;TRANSL_CIS_DIR;TRANSL_CIS_NO_TEST;MRNA_TRANS_MAX_P;MRNA_TRANS_DIR;MRNA_TRANS_NO_TEST;TRANSL_TRANS_MAX_P;TRANSL_TRANS_DIR;TRANSL_TRANS_NO_TEST;MRNA_CIS_FDR_ADJ_P;TRANSL_CIS_FDR_ADJ_P;MRNA_TRANS_FDR_ADJ_P;TRANSL_TRANS_FDR_ADJ_P;MRNA_CIS_SCER;MRNA_CIS_SPAR;TRANSL_CIS_SCER;TRANSL_CIS_SPAR;MRNA_TRANS_SCER;MRNA_TRANS_SPAR;TRANSL_TRANS_SCER;TRANSL_TRANS_SPAR;HYBRID_SCER_MRNA_REP1_RPKM;HYBRID_SCER_MRNA_REP2_RPKM;HYBRID_SPAR_MRNA_REP1_RPKM;HYBRID_SPAR_MRNA_REP2_RPKM;HYBRID_SCER_RIBO_REP1_RPKM;HYBRID_SCER_RIBO_REP2_RPKM;HYBRID_SPAR_RIBO_REP1_RPKM;HYBRID_SPAR_RIBO_REP2_RPKM;PARENTAL_SCER_MRNA_REP1_RPKM;PARENTAL_SCER_MRNA_REP2_RPKM;PARENTAL_SPAR_MRNA_REP1_RPKM;PARENTAL_SPAR_MRNA_REP2_RPKM;PARENTAL_SCER_RIBO_REP1_RPKM;PARENTAL_SCER_RIBO_REP2_RPKM;PARENTAL_SPAR_RIBO_REP1_RPKM;PARENTAL_SPAR_RIBO_REP2_RPKM;AFFECTED_BY_PLOIDY;AFFTECTED_BY_MATING_TYPE;TATA;TIROSH_2008_OPN;CDS_PDIV;PROMOTER_PDIV;FIVE_UTR_PDIV;THREE_UTR_PDIV;FIVE_UTR_50BP_PDIV;KA;KS;OMEGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.750;Spar_4.573;YDR384C;S000002792;ATO3;586;586;42328;37194;50113,87376;50022,38593;-0,243592443;-0,427494015;27341;41903;22241,75891;33592,67448;0,297783031;0,318898359;26329;23984;45589,06607;26313,24031;-0,792011979;-0,133711306;39674;41431;21521,57904;21568,47072;0,882379257;0,941754688;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,04;SCER;NA;0,000334064;NA;0,000243994;0,079060895;0;1;0;0;1;0;0;0;444,7461746;380,7296787;526,5555065;512,0415487;497,2675003;675,7436909;861,0211676;741,3626463;448,6692388;489,1182665;364,9900529;392,1149012;636,764865;662,1100315;345,4198057;344,686366;0;0;0;NA;0,095525998;0,155;0,2875;0,165562914;0,3;0,0127649;0,505998;0,0252272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.752;Spar_4.737;YDR386W;S000002794;MUS81;1560;1560;8870;10061;7936,572878;8815,278105;0,160398811;0,190675456;8423;11470;10152,56612;12064,12789;-0,269409176;-0,072852043;1554;951;2792,525693;1422,255586;-0,845172509;-0,580161284;2115;2168;3399,49186;2661,965827;-0,684403811;-0,296003862;1;0;0;0,0026;SCER;NA;NA;NA;LOW_COV;0,0002;SPAR;NA;NA;NA;LOW_COV;0,00381087;NA;0,000243994;NA;1;0;0;0;0;1;0;0;35,00911322;38,68637277;31,32508156;33,89610807;11,02502908;10,06500323;19,81177231;15,05244448;51,92203652;50,29272885;62,5836292;52,89781281;12,75135957;13,01478648;20,49557592;15,9801277;0;0;NA;NA;0,12170706;NA;NA;0,161616162;NA;0,0498856;0,545503;0,0914488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.753;Spar_4.738;YDR387C;S000002795;NA;1389;1389;14562;15748;13807,17708;12570,85257;0,076784712;0,325062968;12016;17540;11678,65565;14319,44218;0,041079037;0,292654957;1000;1632;1347,350786;1734,728465;-0,429753901;-0,088016481;1808;1330;1873,668458;2428,42347;-0,051443064;-0,868103415;1;0;0;0,0106;SCER;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,01454544;NA;NA;NA;1;0;0;0;0;0;0;0;64,55068715;68,00872328;61,20493618;54,2876326;7,968032227;19,3988466;10,73567074;20,61974278;83,18924636;86,37612653;80,85374185;70,51641675;12,24240943;8,967094845;12,68706659;16,37285983;0;0;NA;NA;0,100779844;0,205;0,117647059;0,218045113;0,08;0,0311703;0,41816;0,0745416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.754;Spar_4.739;YDR388W;S000002796;RVS167;961;916;60282;64656;50341,00137;42425,88304;0,190799809;0,538639045;60604;93745;39893,98976;54058,83577;0,534040414;0,725011172;39205;30950;32429,2005;21068,73584;0,204547682;0,485624963;85912;79646;66175,92127;52469,46084;0,307359443;0,532925728;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,000334064;NA;NA;0,000633882;1;0;0;0;0;0;0;1;386,2303109;403,577464;338,3842781;277,8266055;451,5141843;531,7350224;391,824436;379,7493056;606,4394118;667,2538787;418,8143119;403,6803372;840,8163748;776,1451533;679,4777525;536,4305411;0;0;0;DPN;0,10980663;0,18;0,272727273;0,195121951;NA;0,0112166;0,409682;0,0273787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.755;Spar_4.740;YDR389W;S000002797;SAC7;1503;1503;22062;31622;28260,03137;29825,25584;-0,357185143;0,084391355;9539;13502;16181,57249;17952,33611;-0,762379796;-0,410971982;5610;5325;9444,56595;8556,71699;-0,751379328;-0,68417354;10354;9317;12507,48386;13831,54608;-0,272579379;-0,569974494;1;1;1;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0002;SPAR;NA;0,0002;SCER;NA;NA;0,000685507;0,000243994;0,000633882;0;0;0;1;0;1;1;0;90,37909504;126,2036209;115,7703801;119,0319678;41,31019151;58,49498469;69,54625874;93,9944415;61,03140728;61,44768196;103,5312026;81,70118796;64,7917782;58,05230696;78,26754107;86,18151322;0;0;0;NA;0,087576375;0,223300971;0,224334601;0,176470588;0,465517241;0,0221503;0,397998;0,0556544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.756;Spar_4.741;YDR390C;S000002798;UBA2;1627;1777;34465;33670;32932,5126;38419,20913;0,192846911;-0,063129373;24108;32122;20708,74048;32049,33869;0,346491767;0,130496462;12858;9580;11459,54115;6101,28495;0,293332716;0,778056124;11277;10201;10341,45484;12009,49866;0,252162021;-0,108214614;1;1;1;NA;NA;REPS_DISAGREE;0,2082;SCER;NA;NA;NA;REPS_DISAGREE;0,0628;SPAR;NA;NA;0,292048043;NA;0,118227254;0;0;0;0;0;0;0;0;130,4285958;124,1357936;114,109352;129,6878853;87,46598598;97,21559896;71,37244091;56,68757315;142,489593;135,0459008;112,066491;123,3667223;65,18936441;58,71614884;54,73497588;63,29068821;0;0;0;DPN;0,117801047;0,622406639;0,619047619;0,339285714;NA;0,0594359;0,440164;0,135031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.758;Spar_4.747;YDR391C;S000002799;NA;612;612;6864;6516;6275,268258;7886,30937;0,129352704;-0,275325237;8155;12362;6520,091941;9406,017561;0,322748215;0,394219567;1321;877;1483,497759;2072,400769;-0,167252738;-1,239706158;2930;3686;3501,92476;3558,601661;-0,257167032;0,050731612;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;NA;NA;0,000243994;NA;0;0;0;0;1;0;0;0;69,05703718;63,86620565;63,13419888;77,29667341;23,88937145;23,65953318;26,82787174;55,90830257;128,139215;138,1667997;102,4499648;105,1285669;45,02844168;56,40352893;53,81782076;54,45406721;0;0;NA;NA;0,131805158;0,173913043;0,285714286;0,36;NA;0,0666145;0,534648;0,124595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.759;Spar_4.748;YDR392W;S000002800;SPT3;871;871;16804;15430;15581,5496;15883,77739;0,108959238;-0,041813314;13324;16244;9183,38667;15882,5313;0,536880246;0,032464049;4311;4585;4562,436343;3834,344614;-0,081763429;0,257880142;4546;4651;5119,510968;5948,657458;-0,171372778;-0,354955513;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,7324;SPAR;NA;NA;NA;NA;0,871980212;0;0;0;0;0;0;0;0;118,789104;106,2647519;110,1479178;109,3891009;54,77888593;86,91188817;57,97348552;72,68201718;147,1045091;127,5678415;101,3897919;124,7291452;49,08875252;50,00697136;55,28165572;63,95922235;0;0;0;NA;0,088118812;0,271356784;0,19047619;0,099236641;0,22;0,00377304;0,588522;0,00641105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.76;Spar_4.81;YDL183C;S000002342;NA;693;744;3782;4881;6088,805411;6091,891129;-0,584418085;-0,217207398;3175;5656;3809,161047;5876,184455;-0,160193797;0,047359262;774;954;1554,092486;716,6716668;-0,9022849;0,514624037;803;1342;1602,648077;1735,720158;-0,8936429;-0,268458734;1;0;0;0,0324;SPAR;NA;NA;NA;LOW_COV;0,0634;SCER;NA;NA;NA;LOW_COV;0,042056424;NA;0,066935559;NA;0;1;0;0;0;0;0;0;33,6024063;42,24905843;50,3898377;49,1153919;12,36121197;22,72862379;23,118235;15,90381385;44,05751634;55,82677592;49,23408997;54,02426483;10,89815624;18,13517076;20,25983717;21,84787186;0;0;NA;NA;0,111226611;0,46090535;0,61971831;0,235294118;0,555555556;0,0544227;0,405551;0,134194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.760;Spar_4.749;YDR393W;S000002801;SHE9;1046;1046;14057;16514;11380,1846;11576,37962;0,304740633;0,512468213;9629;12003;7654,698802;11596,06;0,331001727;0,049756114;3048;2222;2743,109384;593,6984694;0,15199816;1,902277681;2581;2328;3006,832411;3399,29241;-0,220235185;-0,545948178;1;0;0;0,0002;SCER;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,000334064;NA;NA;NA;1;0;0;0;0;0;0;0;82,74524555;94,70263377;66,98868039;66,38645706;32,25051141;35,07279447;29,02432914;9,371049436;88,52359002;78,49183872;70,37297938;75,83071492;23,20742947;20,84268474;27,0363623;30,43401204;0;0;NA;NA;0,105109489;NA;NA;0,181818182;NA;0,0585352;0,369149;0,158568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.761;Spar_4.750;YDR394W;S000002802;RPT3;702;702;41168;45677;42803,1416;44307,64022;-0,056191988;0,043911431;35347;53144;40547,9044;53980,68132;-0,198034345;-0,022535946;24992;19471;31023,35694;23536,2636;-0,311877223;-0,273545532;30986;33722;48871,16327;47151,78479;-0,657349878;-0,483610093;1;1;1;NA;NA;REPS_DISAGREE;0,0018;SPAR;NA;NA;NA;REPS_DISAGREE;0,006;SPAR;NA;NA;0,004637255;NA;0,014228873;0;0;0;1;0;0;0;1;361,0810906;390,3030291;375,4242605;378,5994027;394,0190574;457,9405957;489,1053649;553,5468599;484,2001992;517,8255899;555,444688;525,9780623;415,1443423;449,8612441;654,7662471;629,0184618;0;0;0;DPN;0,058320373;0,193069307;0,23655914;0,103448276;0,269230769;0,00510515;0,278092;0,0183578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.762;Spar_4.751;YDR395W;S000002803;SXM1;1983;1983;98789;89926;129108,6605;140366,5804;-0,386160035;-0,64238352;42295;54906;59479,38284;77353,15775;-0,491892701;-0,49448875;43268;27927;47576,81188;30360,26808;-0,136955145;-0,120519786;53821;32446;42274,91133;62985,95657;0,348360147;-0,956968009;1;1;1;0,0002;SPAR;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,000334064;0,000685507;NA;NA;0;1;1;0;0;0;0;0;306,73827;272,0219962;400,8819122;424,5994445;241,4890453;232,519602;265,5359771;252,7766023;205,1048033;189,3928035;288,4385179;266,8220487;255,2699938;153,2289472;200,5075408;297,456445;0;0;0;NA;0,082568807;0,18;0,205607477;0,170212766;0,2;0,0119939;0,45554;0,0263289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.764;Spar_4.753;YDR398W;S000002806;UTP5;1546;1546;84551;90950;86423,5459;89658,3853;-0,031602237;0,020634892;35040;44361;58851,45156;87797,51308;-0,748058566;-0,984872098;37997;23551;36889,77874;21768,27189;0,042663242;0,113556421;24463;22481;44014,13661;45940,28381;-0,847339434;-1,031020789;1;1;1;NA;NA;REPS_DISAGREE;0,105;SCER;NA;0,0002;SPAR;NA;0,1134;SPAR;NA;NA;0,164562624;0,000243994;0,198892969;0;0;0;0;0;1;0;0;336,7373948;352,8862002;344,196454;347,8722928;272,0151839;251,5115091;264,0871743;232,4708202;217,9536387;196,2719418;366,0641555;388,4535601;148,823305;136,1784868;267,7647581;278,2829204;0;0;0;NA;0,097207859;0,222772277;0,176829268;0,043478261;0,16;0,0311887;0,435104;0,071681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.765;Spar_4.754;YDR399W;S000002807;HPT1;473;473;127710;105927;139143,9322;130754,3345;-0,123705573;-0,303785818;55453;81654;73511,26508;129488,1915;-0,406693447;-0,665218547;58081;28460;70087,45326;34981,84275;-0,271085655;-0,297661176;42767;38516;34455,86665;44773,82315;0,311740227;-0,217192394;1;1;1;0,0026;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0002;SCER;NA;0,00381087;NA;0,000243994;0,000633882;0;1;0;0;0;1;1;0;1662,439514;1343,343238;1811,285589;1658,18648;1359,021327;993,4173831;1639,947283;1221,055845;1127,388036;1180,817294;1494,521861;1872,558551;850,3904319;762,5747225;685,1296402;886,4727843;0;0;1;OPN;0,078195489;0,125628141;0,109090909;0,166666667;0,12;0,0057732;0,465194;0,0124103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.766;Spar_4.755;YDR400W;S000002808;URH1;836;836;18865;14821;11221,49282;12874,55388;0,7493954;0,203105634;13817;20683;4756,687692;6771,954754;1,53821634;1,610657947;5650;4859;1541,990533;1855,685708;1,872776979;1,388226691;9508;9490;883,4837602;848,6762428;3,426386071;3,48157497;1;1;1;0,0012;SCER;NA;0,0002;SCER;NA;0,0002;SCER;NA;0,0742;SCER;NA;0,001834002;0,000685507;0,000243994;0,137196156;1;0;1;0;1;0;0;0;138,941704;106,3439265;82,64720265;92,37710074;74,79894942;95,96185217;20,4139092;36,6481562;158,9340668;169,228551;54,71518558;55,408214;106,9679357;106,3071079;9,93946509;9,506882705;0;0;0;NA;0,089041096;0,13;0,230769231;0,283870968;0,346153846;0,0256291;0,406555;0,0630396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.767;Spar_4.756;YDR402C;S000002810;DIT2;1317;1317;136;178;1501,621012;2255,925145;-3,455233383;-3,656327077;340;567;610,6090354;1301,14286;-0,842837981;-1,196924903;0;0;19,16142585;30,23931084;-4,333525767;-4,965290722;0;75;0;34,19727366;0;1,110535735;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0,635821519;0,810728964;7,020343493;10,27489343;0;0;0,161024811;0,379088054;2,482576603;2,944853301;4,458481485;6,757803964;0;0,533307703;0;0,243168926;0;0;NA;NA;0,119128659;0,404545455;NA;NA;NA;0,0400951;0,569101;0,0704534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.768;Spar_4.757;YDR403W;S000002811;DIT1;1106;1106;782;221;279,6942704;231,2496959;1,480012692;-0,065117031;656;1077;92,67399545;123,6729847;2,810172864;3,11213639;171;0;30,25488291;0;2,460255062;0;223;221;0;71,73086671;7,807354922;1,609920003;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;4,353451544;1,198611964;1,557084721;1,25419325;1,711174545;0;0,302754843;0;5,703720406;6,660808651;0,805772193;0,764867304;1,896358555;1,871283184;0;0,607369976;0;0;NA;NA;0,088198758;NA;NA;NA;NA;0,0265076;0,416693;0,0636142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.769;Spar_4.758;YDR404C;S000002812;RPB7;236;236;15100;12351;19997,14851;18810,6244;-0,405222348;-0,606879775;9721;14856;10378,62138;16058,59353;-0,09442878;-0,11229255;4210;2521;4963,81779;2645,939698;-0,237577896;-0,069757053;4127;4200;5501,500323;4546,152198;-0,414644354;-0,114230508;1;1;1;0,0002;SPAR;NA;0,1476;SCER;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;0,218718045;0,000243994;NA;0;1;0;0;1;0;0;0;393,9553776;313,9291039;521,7228633;478,1119788;197,4346711;176,3676153;232,7847776;185,1066084;396,1032959;430,5823949;422,8995098;465,4380494;164,4724588;166,6631767;219,2501298;180,3990874;0;0;0;NA;0,05631068;0,180904523;0,180412371;0,10483871;0,196078431;NA;0,303381;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.77;Spar_4.82;YDL131W;S000002289;LYS21;338;371;43559;46068;5630,582883;7125,071101;3,085787508;2,827013439;16439;22813;8689,702769;10738,93751;1,05406149;1,221329759;37034;40712;1826,386432;4559,080097;4,475431624;3,292754402;35514;31914;13126,3493;10887,24422;1,570248792;1,685859256;1;1;1;0,0002;SCER;NA;0,0156;SCER;NA;0,0002;SPAR;NA;0,0002;SPAR;NA;0,000334064;0,03097733;0,000243994;0,000633882;1;0;1;0;0;1;0;1;793,4933464;817,5684421;93,44654445;115,2003262;1212,654966;1988,67465;54,48406615;202,8884372;467,700906;461,670454;225,2374117;197,9948011;988,2199322;884,233386;332,7673946;274,8187903;0;0;1;OPN;0,084758942;NA;NA;NA;NA;0,00404524;0,488443;0,00828189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.770;Spar_4.759;YDR405W;S000002813;MRP20;615;615;16850;18391;21323,21673;24604,76914;-0,339658542;-0,419918243;14484;24922;18869,11836;28983,27928;-0,381543788;-0,217792875;8691;5560;11568,45873;8564,780806;-0,412561291;-0,623240423;6915;9434;18875,3958;15742,423;-1,448573553;-0,738654829;1;1;1;0,0002;SPAR;NA;0,4686;SPAR;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,000334064;0,568812821;NA;NA;0;1;0;0;0;0;0;0;168,6968131;179,3790378;213,4820702;239,9841696;156,4040382;149,2648937;208,1858149;229,9297257;226,4763809;277,1878291;295,0434712;322,3582483;105,7518048;143,6557865;288,6633653;239,7169979;0;0;0;NA;0,108723135;0,206030151;0,254901961;0,324503311;0,254901961;0,0394134;0,477485;0,0825439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.771;Spar_4.760;NA;NA;NA;3427;3421;91630;152056;86294,60882;160010,8947;0,084020527;-0,076095009;40123;50073;17247,7565;9053,893091;1,21544499;2,464764105;912;3848;1273,730571;4234,511494;-0,484033671;-0,140580621;6742;10581;1536,493496;1015,909252;2,130282202;3,37682139;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;NA;NA;0,000243994;NA;0;0;0;0;1;0;0;0;164,6287463;266,1527261;155,3153538;280,5659063;2,945330682;18,53868645;4,120740321;20,43639207;112,5871458;99,94380708;48,48295189;18,10292154;18,50313694;28,91445282;4,224237924;2,781020622;0;0;NA;NA;0,092130934;NA;NA;NA;NA;0,014183;0,453659;0,0312636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.773;Spar_4.761;YDR407C;S000002815;TRS120;3219;3219;36212;42257;30331,95098;33523,266;0,25562184;0,334018744;21107;24392;18247,24987;20328,74687;0,210031782;0,262874949;5171;3196;5717,164375;4587,303454;-0,144829817;-0,521242065;9441;6037;10040,55819;11145,39194;-0,088818768;-0,884434126;1;1;1;0,0002;SCER;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,9726;SPAR;NA;0,000334064;0,000685507;NA;1;1;0;0;1;0;0;0;0;69,26496575;78,74430357;58,01805548;62,46888615;17,77898194;16,39244722;19,65669283;23,52829613;63,05434947;51,83138524;54,51122709;43,19724132;27,58466666;17,56315634;29,33645279;32,4247575;0;0;0;NA;0,110364435;NA;NA;0,125;NA;0,0384816;0,515219;0,0746897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.774;Spar_4.762;YDR408C;S000002816;ADE8;523;523;42557;39623;49086,34445;42402,06333;-0,205920768;-0,097793967;36212;61312;23720,21227;37149,99047;0,610329958;0,722792322;26862;18078;27458,32324;21005,23328;-0,031675638;-0,216502609;27614;37398;25185,68922;19243,47316;0,132790634;0,958555519;1;1;1;0,0668;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,08307939;NA;0,000243994;NA;0;0;0;0;1;0;0;0;501,0157807;454,4510667;577,8868365;486,3217772;568,4470063;570,6984504;581,062801;663,1011857;665,8253696;801,8814656;436,1404812;485,8737083;496,5904357;669,6518246;452,9214306;344,5752957;0;0;0;NA;0,091614907;0,189054726;0,24137931;0,184931507;0,254901961;0,0184816;0,444858;0,041545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.775;Spar_4.763;YDR409W;S000002817;SIZ1;2347;2347;18257;21009;22803,01762;26941,08581;-0,320759282;-0,358785384;8052;11078;12504,06049;13707,94798;-0,634913798;-0,307290195;3647;2111;6400,924729;5624,511816;-0,811399985;-1,413374526;4267;5392;8382,425628;6543,773428;-0,973979701;-0,279255215;1;1;1;0,0002;SPAR;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,000334064;0,000685507;NA;0,000633882;0;1;0;1;0;0;1;0;47,89590842;53,69498842;59,82228996;68,85578305;17,19792305;14,85022876;30,18424933;39,56632628;32,99135801;32,28603048;51,23272928;39,95082383;17,09937641;21,51489159;33,59134076;26,11064092;0;0;0;NA;0,162536443;NA;NA;NA;NA;0,0862085;0,482829;0,178548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.776;Spar_4.764;YDR410C;S000002818;STE14;720;723;6577;5321;9513,572487;8995,910915;-0,526491085;-0,751462487;15421;25687;6979,131358;11390,7972;1,149662522;1,179097943;1513;2040;2425,433114;2254,844611;-0,674473146;-0,138392772;8326;6402;2985,492224;3730,005069;1,485343599;0,78518243;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,0002;SCER;NA;0,000334064;NA;0,000243994;0,000633882;0;1;0;0;1;0;1;0;56,24415989;44,3304586;81,01942087;74,63546875;23,25732487;46,77951029;37,128017;51,4911161;205,9631649;244,032276;92,82663154;107,7661093;108,7613599;83,26942035;38,83724066;48,31405538;0;0;0;NA;0,126388889;0,254901961;0,285714286;NA;NA;0,0379378;0,631226;0,0601019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.777;Spar_4.765;YDR411C;S000002819;DFM1;912;912;16023;12464;23601,43567;18514,86299;-0,558701421;-0,570878909;20466;31714;18003,87237;26411,05296;0,184912279;0,263968898;9936;6149;10910,91927;6410,733898;-0,135022606;-0,060128141;20189;15521;15087,51252;16480,58367;0,420190324;-0,086540414;1;1;1;0,0002;SPAR;NA;0,0002;SCER;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;0,000685507;0,000243994;NA;0;1;1;0;1;0;0;0;108,176041;81,97927318;159,3409432;121,7766661;120,5785542;111,3185793;132,4089231;116,0558124;215,7981153;237,86063;189,8368868;198,0875858;208,2047767;159,3775802;155,5942432;169,2310769;0;0;0;DPN;0,12097561;0,195979899;0,28;0,157894737;0,28;0,054257;0,450554;0,120423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.778;Spar_4.766;YDR412W;S000002820;RRP17;492;492;25004;24285;30165,32461;30215,30361;-0,270722328;-0,315202293;15951;21660;14191,24687;25296,27842;0,168634304;-0,223882335;19469;10565;21648,37722;12830,53959;-0,15307264;-0,280264967;10280;9759;11137,44383;12675,92845;-0,115567087;-0,377252178;1;1;1;0,0002;SPAR;NA;0,783;SCER;NA;0,019;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;0,844411765;0,020722973;NA;0;1;0;0;1;0;0;0;312,9150678;296,0836777;377,5084703;368,3835898;437,9574012;354,5376802;486,9798517;430,560121;311,768568;301,1339569;277,3735011;351,6882924;196,516369;185,7558857;212,9075896;241,2776224;0;0;0;NA;0,087694484;0,188118812;0,111111111;0,20979021;NA;0,0251554;0,449199;0,0560005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.779;Spar_4.767;YDR414C;S000002822;ERD1;994;994;17539;22739;17744,71699;18263,76353;-0,016822118;0,316169178;10323;12301;11675,1912;16260,42097;-0,177567694;-0,402560449;4463;2741;4995,081169;2818,30377;-0,162459889;-0,04011036;5266;3772;4451,563101;5494,083942;0,242345402;-0,54242942;1;1;1;NA;NA;REPS_DISAGREE;0,0578;SPAR;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;NA;0,097710508;0,000243994;NA;0;0;0;0;0;1;0;0;108,6426956;137,2228512;109,9174116;110,2154066;49,69284141;45,52821791;55,61691743;46,81180652;99,86862234;84,64872389;112,9502335;111,8952837;49,8270516;35,53756506;42,12082498;51,76202692;0;0;0;NA;0,128676471;0,390697674;0,372670807;0,228571429;0,14;0,0608524;0,518472;0,117369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
