,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
327,No Cost,WGD,Divergence ratio,0.160734693877551,2.144048580265956e-05,5,0.1
328,ADS,WGD,Transcription rate,0.0555510204081632,0.4918309059494283,5,0.1
329,ADS,WGD,Translation rate,0.2633571428571428,7.915890165577366e-14,5,0.1
330,ADS,WGD,Protein abundance,0.0921326530612244,0.0458562684981861,5,0.1
331,ADS,WGD,Divergence ratio,0.139734693877551,0.000349966411241,5,0.1
332,Minimal,WGD,Transcription rate,0.0580510204081632,0.4358225018967212,5,0.1
333,Minimal,WGD,Translation rate,0.2588877551020408,2.2304380564719397e-13,5,0.1
334,Minimal,WGD,Protein abundance,0.0973775510204081,0.029566872686505,5,0.1
335,Minimal,WGD,Divergence ratio,0.140734693877551,0.0003091460880424,5,0.1
336,Mixed,WGD,Transcription rate,0.0597653061224489,0.3995269936622104,6,0.1
337,Mixed,WGD,Translation rate,0.3593877551020408,2.220446049250313e-16,6,0.1
338,Mixed,WGD,Protein abundance,0.092469387755102,0.0446147847687889,6,0.1
339,Mixed,WGD,Divergence ratio,0.1578367346938775,3.227234154978831e-05,6,0.1
340,No Cost,WGD,Transcription rate,0.0790510204081632,0.1232636533127965,6,0.1
341,No Cost,WGD,Translation rate,0.3563877551020408,2.220446049250313e-16,6,0.1
342,No Cost,WGD,Protein abundance,0.0903775510204081,0.0528231168553101,6,0.1
343,No Cost,WGD,Divergence ratio,0.176234693877551,2.11623770474123e-06,6,0.1
344,ADS,WGD,Transcription rate,0.0695816326530612,0.2293126886862575,6,0.1
345,ADS,WGD,Translation rate,0.3403877551020408,2.220446049250313e-16,6,0.1
346,ADS,WGD,Protein abundance,0.0853775510204081,0.0778657860525403,6,0.1
347,ADS,WGD,Divergence ratio,0.158234693877551,3.052305094530805e-05,6,0.1
348,Minimal,WGD,Transcription rate,0.0645816326530612,0.3078618947118737,6,0.1
349,Minimal,WGD,Translation rate,0.3403877551020408,2.220446049250313e-16,6,0.1
350,Minimal,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,6,0.1
351,Minimal,WGD,Divergence ratio,0.1630408163265306,1.5402297554700795e-05,6,0.1
352,Mixed,WGD,Transcription rate,0.0560510204081632,0.4803572292136719,6,0.1
353,Mixed,WGD,Translation rate,0.3573877551020408,2.220446049250313e-16,6,0.1
354,Mixed,WGD,Protein abundance,0.0978775510204081,0.0283195097757975,6,0.1
355,Mixed,WGD,Divergence ratio,0.1608367346938775,2.1131606353752552e-05,6,0.1
356,No Cost,WGD,Transcription rate,0.0795510204081632,0.1190225471092847,6,0.1
357,No Cost,WGD,Translation rate,0.3493877551020408,2.220446049250313e-16,6,0.1
358,No Cost,WGD,Protein abundance,0.0889591836734693,0.0591020277388754,6,0.1
359,No Cost,WGD,Divergence ratio,0.181734693877551,8.831252809038403e-07,6,0.1
360,ADS,WGD,Transcription rate,0.0680510204081632,0.2515921533847994,6,0.1
361,ADS,WGD,Translation rate,0.3243877551020408,2.220446049250313e-16,6,0.1
362,ADS,WGD,Protein abundance,0.0868775510204081,0.0694697211755124,6,0.1
363,ADS,WGD,Divergence ratio,0.1640408163265306,1.332421458632993e-05,6,0.1
364,Minimal,WGD,Transcription rate,0.0716632653061224,0.2014568123919018,6,0.1
365,Minimal,WGD,Translation rate,0.3323877551020408,2.220446049250313e-16,6,0.1
366,Minimal,WGD,Protein abundance,0.0888775510204081,0.0594821096715451,6,0.1
367,Minimal,WGD,Divergence ratio,0.1570408163265306,3.6060829500472735e-05,6,0.1
368,Mixed,WGD,Transcription rate,0.0561122448979591,0.4789595520599692,6,0.1
369,Mixed,WGD,Translation rate,0.3463877551020408,2.220446049250313e-16,6,0.1
370,Mixed,WGD,Protein abundance,0.0908775510204081,0.0507510565573482,6,0.1
371,Mixed,WGD,Divergence ratio,0.1570408163265306,3.6060829500472735e-05,6,0.1
372,No Cost,WGD,Transcription rate,0.0735510204081632,0.1785287204269541,6,0.1
373,No Cost,WGD,Translation rate,0.3438877551020408,2.220446049250313e-16,6,0.1
374,No Cost,WGD,Protein abundance,0.094469387755102,0.0378256749162414,6,0.1
375,No Cost,WGD,Divergence ratio,0.167734693877551,7.739751698543351e-06,6,0.1
376,ADS,WGD,Transcription rate,0.0547653061224489,0.5101112915643591,6,0.1
377,ADS,WGD,Translation rate,0.3390612244897959,2.220446049250313e-16,6,0.1
378,ADS,WGD,Protein abundance,0.1028775510204081,0.0181809949189323,6,0.1
379,ADS,WGD,Divergence ratio,0.153734693877551,5.6831141495572446e-05,6,0.1
380,Minimal,WGD,Transcription rate,0.0520510204081632,0.5752699584100591,6,0.1
381,Minimal,WGD,Translation rate,0.3213877551020408,2.220446049250313e-16,6,0.1
382,Minimal,WGD,Protein abundance,0.0981326530612244,0.0277012041917177,6,0.1
383,Minimal,WGD,Divergence ratio,0.148234693877551,0.0001185264513343,6,0.1
384,Mixed,WGD,Transcription rate,0.060938775510204,0.3757675071180071,7,0.1
385,Mixed,WGD,Translation rate,0.4008877551020408,2.220446049250313e-16,7,0.1
386,Mixed,WGD,Protein abundance,0.0933775510204081,0.0414108609071407,7,0.1
387,Mixed,WGD,Divergence ratio,0.1725408163265306,3.7479602145173993e-06,7,0.1
388,No Cost,WGD,Transcription rate,0.0805510204081632,0.1108992502649423,7,0.1
389,No Cost,WGD,Translation rate,0.4013265306122449,2.220446049250313e-16,7,0.1
390,No Cost,WGD,Protein abundance,0.0878775510204081,0.0643105903916126,7,0.1
391,No Cost,WGD,Divergence ratio,0.182734693877551,7.511618066446957e-07,7,0.1
392,ADS,WGD,Transcription rate,0.0580510204081632,0.4358225018967212,7,0.1
393,ADS,WGD,Translation rate,0.3888877551020408,2.220446049250313e-16,7,0.1
394,ADS,WGD,Protein abundance,0.095469387755102,0.0347829223122122,7,0.1
395,ADS,WGD,Divergence ratio,0.166734693877551,8.976711034724971e-06,7,0.1
396,Minimal,WGD,Transcription rate,0.0767653061224489,0.1442447797653557,7,0.1
397,Minimal,WGD,Translation rate,0.3798265306122449,2.220446049250313e-16,7,0.1
398,Minimal,WGD,Protein abundance,0.0891326530612244,0.0583012617699701,7,0.1
399,Minimal,WGD,Divergence ratio,0.1804081632653061,1.09308322926438e-06,7,0.1
400,Mixed,WGD,Transcription rate,0.0580816326530612,0.4351501637445706,7,0.1
401,Mixed,WGD,Translation rate,0.4033265306122449,2.220446049250313e-16,7,0.1
402,Mixed,WGD,Protein abundance,0.0888775510204081,0.0594821096715451,7,0.1
403,Mixed,WGD,Divergence ratio,0.1715408163265306,4.365880562628988e-06,7,0.1
404,No Cost,WGD,Transcription rate,0.0657653061224489,0.2877418405123061,7,0.1
405,No Cost,WGD,Translation rate,0.4073265306122449,2.220446049250313e-16,7,0.1
406,No Cost,WGD,Protein abundance,0.1003775510204081,0.0227535938641202,7,0.1
407,No Cost,WGD,Divergence ratio,0.174734693877551,2.6730610614977834e-06,7,0.1
408,ADS,WGD,Transcription rate,0.0690510204081632,0.2368690040167197,7,0.1
409,ADS,WGD,Translation rate,0.3858265306122449,2.220446049250313e-16,7,0.1
410,ADS,WGD,Protein abundance,0.086704081632653,0.070399479023423,7,0.1
411,ADS,WGD,Divergence ratio,0.179234693877551,1.3183142253403446e-06,7,0.1
412,Minimal,WGD,Transcription rate,0.0725816326530612,0.1900288001952504,7,0.1
413,Minimal,WGD,Translation rate,0.3828877551020408,2.220446049250313e-16,7,0.1
414,Minimal,WGD,Protein abundance,0.0899591836734693,0.0546124887679068,7,0.1
415,Minimal,WGD,Divergence ratio,0.179734693877551,1.2173535169912595e-06,7,0.1
416,Mixed,WGD,Transcription rate,0.0530510204081632,0.5509461260341766,7,0.1
417,Mixed,WGD,Translation rate,0.3866734693877551,2.220446049250313e-16,7,0.1
418,Mixed,WGD,Protein abundance,0.0966428571428571,0.0314876433768335,7,0.1
419,Mixed,WGD,Divergence ratio,0.1730408163265306,3.4714363784660307e-06,7,0.1
420,No Cost,WGD,Transcription rate,0.0760306122448979,0.1515756654674303,7,0.1
421,No Cost,WGD,Translation rate,0.3807755102040816,2.220446049250313e-16,7,0.1
422,No Cost,WGD,Protein abundance,0.0979591836734693,0.0281203181135537,7,0.1
423,No Cost,WGD,Divergence ratio,0.194734693877551,1.0032994079978153e-07,7,0.1
424,ADS,WGD,Transcription rate,0.0575510204081632,0.4467425540278443,7,0.1
425,ADS,WGD,Translation rate,0.3868265306122449,2.220446049250313e-16,7,0.1
426,ADS,WGD,Protein abundance,0.0933775510204081,0.0414108609071407,7,0.1
427,ADS,WGD,Divergence ratio,0.171234693877551,4.573754130987595e-06,7,0.1
428,Minimal,WGD,Transcription rate,0.0700510204081632,0.2228004018839099,7,0.1
429,Minimal,WGD,Translation rate,0.3618877551020408,2.220446049250313e-16,7,0.1
430,Minimal,WGD,Protein abundance,0.0918775510204081,0.0468166129984859,7,0.1
431,Minimal,WGD,Divergence ratio,0.165734693877551,1.040196957147188e-05,7,0.1
432,Mixed,WGD,Transcription rate,0.0565510204081632,0.4690145132643983,8,0.1
433,Mixed,WGD,Translation rate,0.4538265306122448,2.220446049250313e-16,8,0.1
434,Mixed,WGD,Protein abundance,0.0893775510204081,0.0571866509933166,8,0.1
435,Mixed,WGD,Divergence ratio,0.180234693877551,1.1238697029680722e-06,8,0.1
436,No Cost,WGD,Transcription rate,0.0770510204081632,0.1414792432308321,8,0.1
437,No Cost,WGD,Translation rate,0.4508265306122449,2.220446049250313e-16,8,0.1
438,No Cost,WGD,Protein abundance,0.0953775510204081,0.0350530683723024,8,0.1
439,No Cost,WGD,Divergence ratio,0.1925408163265306,1.463941269319591e-07,8,0.1
440,ADS,WGD,Transcription rate,0.0615816326530612,0.3631319213302657,8,0.1
441,ADS,WGD,Translation rate,0.4298265306122449,2.220446049250313e-16,8,0.1
442,ADS,WGD,Protein abundance,0.0913775510204081,0.0487495274943088,8,0.1
443,ADS,WGD,Divergence ratio,0.1760408163265306,2.1813774112589e-06,8,0.1
444,Minimal,WGD,Transcription rate,0.0708469387755102,0.2120523408206066,8,0.1
445,Minimal,WGD,Translation rate,0.4458265306122449,2.220446049250313e-16,8,0.1
446,Minimal,WGD,Protein abundance,0.0943775510204081,0.0381163825476169,8,0.1
447,Minimal,WGD,Divergence ratio,0.180734693877551,1.0373293418686202e-06,8,0.1
448,Mixed,WGD,Transcription rate,0.0560510204081632,0.4803572292136719,8,0.1
449,Mixed,WGD,Translation rate,0.4578265306122449,2.220446049250313e-16,8,0.1
450,Mixed,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,8,0.1
451,Mixed,WGD,Divergence ratio,0.177734693877551,1.6719938153997305e-06,8,0.1
452,No Cost,WGD,Transcription rate,0.0691122448979591,0.2359834843657272,8,0.1
453,No Cost,WGD,Translation rate,0.4463265306122449,2.220446049250313e-16,8,0.1
454,No Cost,WGD,Protein abundance,0.0908775510204081,0.0507510565573482,8,0.1
455,No Cost,WGD,Divergence ratio,0.1990408163265306,4.7180683582226386e-08,8,0.1
456,ADS,WGD,Transcription rate,0.0645510204081632,0.3084071901475417,8,0.1
457,ADS,WGD,Translation rate,0.4403265306122449,2.220446049250313e-16,8,0.1
458,ADS,WGD,Protein abundance,0.0924591836734693,0.0446519478308742,8,0.1
459,ADS,WGD,Divergence ratio,0.1774081632653061,1.7602993497289887e-06,8,0.1
460,Minimal,WGD,Transcription rate,0.0625510204081632,0.3446167498179564,8,0.1
461,Minimal,WGD,Translation rate,0.4473265306122449,2.220446049250313e-16,8,0.1
462,Minimal,WGD,Protein abundance,0.0958775510204081,0.0336038904679746,8,0.1
463,Minimal,WGD,Divergence ratio,0.1740408163265306,2.976068600002435e-06,8,0.1
464,Mixed,WGD,Transcription rate,0.057438775510204,0.4492092533113451,8,0.1
465,Mixed,WGD,Translation rate,0.4428265306122449,2.220446049250313e-16,8,0.1
466,Mixed,WGD,Protein abundance,0.091969387755102,0.0464689071823453,8,0.1
467,Mixed,WGD,Divergence ratio,0.173734693877551,3.1199449408436664e-06,8,0.1
468,No Cost,WGD,Transcription rate,0.0722653061224489,0.193906514048727,8,0.1
469,No Cost,WGD,Translation rate,0.4353265306122449,2.220446049250313e-16,8,0.1
470,No Cost,WGD,Protein abundance,0.0928775510204081,0.0431491175283621,8,0.1
471,No Cost,WGD,Divergence ratio,0.183734693877551,6.383370076967765e-07,8,0.1
472,ADS,WGD,Transcription rate,0.0617653061224489,0.3595724955000722,8,0.1
473,ADS,WGD,Translation rate,0.425,2.220446049250313e-16,8,0.1
474,ADS,WGD,Protein abundance,0.0928775510204081,0.0431491175283621,8,0.1
475,ADS,WGD,Divergence ratio,0.1775408163265306,1.7239073508701352e-06,8,0.1
476,Minimal,WGD,Transcription rate,0.0707653061224489,0.2131354299698502,8,0.1
477,Minimal,WGD,Translation rate,0.4163265306122449,2.220446049250313e-16,8,0.1
478,Minimal,WGD,Protein abundance,0.0968775510204081,0.0308623678913047,8,0.1
479,Minimal,WGD,Divergence ratio,0.181234693877551,9.572354819908924e-07,8,0.1
480,Mixed,WGD,Transcription rate,0.0565816326530612,0.4683180867057306,9,0.1
481,Mixed,WGD,Translation rate,0.4928265306122449,2.220446049250313e-16,9,0.1
482,Mixed,WGD,Protein abundance,0.1033775510204081,0.0173717456447765,9,0.1
483,Mixed,WGD,Divergence ratio,0.1815,9.171883985636952e-07,9,0.1
484,No Cost,WGD,Transcription rate,0.072938775510204,0.1857254710825792,9,0.1
485,No Cost,WGD,Translation rate,0.485469387755102,2.220446049250313e-16,9,0.1
486,No Cost,WGD,Protein abundance,0.0874591836734693,0.0664277946117772,9,0.1
487,No Cost,WGD,Divergence ratio,0.1995408163265306,4.31758955254935e-08,9,0.1
488,ADS,WGD,Transcription rate,0.0680816326530612,0.2511203086770264,9,0.1
489,ADS,WGD,Translation rate,0.4765,2.220446049250313e-16,9,0.1
490,ADS,WGD,Protein abundance,0.0963775510204081,0.0322075209261322,9,0.1
491,ADS,WGD,Divergence ratio,0.1935408163265306,1.232990745059226e-07,9,0.1
492,Minimal,WGD,Transcription rate,0.0550306122448979,0.5039058986091407,9,0.1
493,Minimal,WGD,Translation rate,0.4907142857142857,2.220446049250313e-16,9,0.1
494,Minimal,WGD,Protein abundance,0.102969387755102,0.0180299736276935,9,0.1
495,Minimal,WGD,Divergence ratio,0.1914591836734694,1.7608834701476894e-07,9,0.1
496,Mixed,WGD,Transcription rate,0.0535510204081632,0.5389133958831547,9,0.1
497,Mixed,WGD,Translation rate,0.4988265306122449,2.220446049250313e-16,9,0.1
498,Mixed,WGD,Protein abundance,0.0998775510204081,0.0237820253078958,9,0.1
499,Mixed,WGD,Divergence ratio,0.1874795918367346,3.442235013695339e-07,9,0.1
500,No Cost,WGD,Transcription rate,0.0692653061224489,0.2337884569155189,9,0.1
501,No Cost,WGD,Translation rate,0.4876326530612245,2.220446049250313e-16,9,0.1
502,No Cost,WGD,Protein abundance,0.0923775510204081,0.0449504276168061,9,0.1
503,No Cost,WGD,Divergence ratio,0.188734693877551,2.790655718731827e-07,9,0.1
504,ADS,WGD,Transcription rate,0.060938775510204,0.3757675071180071,9,0.1
505,ADS,WGD,Translation rate,0.4878265306122449,2.220446049250313e-16,9,0.1
506,ADS,WGD,Protein abundance,0.089969387755102,0.0545682061672602,9,0.1
507,ADS,WGD,Divergence ratio,0.1880408163265306,3.1344254847187614e-07,9,0.1
508,Minimal,WGD,Transcription rate,0.0651326530612245,0.298389295900192,9,0.1
509,Minimal,WGD,Translation rate,0.4853265306122449,2.220446049250313e-16,9,0.1
510,Minimal,WGD,Protein abundance,0.0869591836734693,0.069035759972912,9,0.1
511,Minimal,WGD,Divergence ratio,0.1890408163265306,2.6507973349687575e-07,9,0.1
512,Mixed,WGD,Transcription rate,0.0665816326530612,0.2744228596056599,9,0.1
513,Mixed,WGD,Translation rate,0.4853265306122449,2.220446049250313e-16,9,0.1
514,Mixed,WGD,Protein abundance,0.0924591836734693,0.0446519478308742,9,0.1
515,Mixed,WGD,Divergence ratio,0.1810408163265306,9.875559635608155e-07,9,0.1
516,No Cost,WGD,Transcription rate,0.0772653061224489,0.1394236614977144,9,0.1
517,No Cost,WGD,Translation rate,0.4783265306122449,2.220446049250313e-16,9,0.1
518,No Cost,WGD,Protein abundance,0.0903775510204081,0.0528231168553101,9,0.1
519,No Cost,WGD,Divergence ratio,0.193734693877551,1.1925257648037757e-07,9,0.1
520,ADS,WGD,Transcription rate,0.0705510204081632,0.2160078633522638,9,0.1
521,ADS,WGD,Translation rate,0.4598265306122449,2.220446049250313e-16,9,0.1
522,ADS,WGD,Protein abundance,0.0828775510204081,0.0937593606758803,9,0.1
523,ADS,WGD,Divergence ratio,0.197234693877551,6.487843606794996e-08,9,0.1
524,Minimal,WGD,Transcription rate,0.0777653061224489,0.1347336463149551,9,0.1
525,Minimal,WGD,Translation rate,0.4643265306122449,2.220446049250313e-16,9,0.1
526,Minimal,WGD,Protein abundance,0.0883775510204081,0.0618560680051304,9,0.1
527,Minimal,WGD,Divergence ratio,0.1830408163265306,7.147183888056574e-07,9,0.1
