,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
320,Mixed,WGD,Transcription rate,0.2051428571428571,1.5734389013921657e-08,5,0.1
321,Mixed,WGD,Translation rate,0.3192142857142857,2.220446049250313e-16,5,0.1
322,Mixed,WGD,Protein abundance,0.1605510204081632,2.20087025507576e-05,5,0.1
323,Mixed,WGD,Divergence ratio,0.2202959183673469,8.874248003110096e-10,5,0.1
324,No Cost,WGD,Transcription rate,0.249938775510204,1.7256196471748808e-12,5,0.1
325,No Cost,WGD,Translation rate,0.1407142857142857,0.0003099359827651,5,0.1
326,No Cost,WGD,Protein abundance,0.217704081632653,1.472967414706261e-09,5,0.1
327,No Cost,WGD,Divergence ratio,0.2500102040816326,1.698086116164177e-12,5,0.1
328,ADS,WGD,Transcription rate,0.1681428571428571,7.283383912315422e-06,5,0.1
329,ADS,WGD,Translation rate,0.1173265306122448,0.0044615196609871,5,0.1
330,ADS,WGD,Protein abundance,0.1567142857142857,3.77339864733317e-05,5,0.1
331,ADS,WGD,Divergence ratio,0.1422959183673469,0.0002542746050107,5,0.1
332,Minimal,WGD,Transcription rate,0.1776428571428571,1.6963889483134764e-06,5,0.1
333,Minimal,WGD,Translation rate,0.1218265306122449,0.0027736350752577,5,0.1
334,Minimal,WGD,Protein abundance,0.1550510204081632,4.747272040872552e-05,5,0.1
335,Minimal,WGD,Divergence ratio,0.1467959183673469,0.000143017903385,5,0.1
336,Mixed,WGD,Transcription rate,0.1781428571428571,1.5676055328261995e-06,6,0.1
337,Mixed,WGD,Translation rate,0.3347959183673469,2.220446049250313e-16,6,0.1
338,Mixed,WGD,Protein abundance,0.1333469387755102,0.0007567282566371,6,0.1
339,Mixed,WGD,Divergence ratio,0.1911326530612244,1.8614880104017573e-07,6,0.1
340,No Cost,WGD,Transcription rate,0.2222857142857142,5.987541573659881e-10,6,0.1
341,No Cost,WGD,Translation rate,0.1557142857142857,4.333242092524614e-05,6,0.1
342,No Cost,WGD,Protein abundance,0.1853775510204081,4.876038648404801e-07,6,0.1
343,No Cost,WGD,Divergence ratio,0.2397959183673469,1.6038725902944858e-11,6,0.1
344,ADS,WGD,Transcription rate,0.1496428571428571,9.8448099328019e-05,6,0.1
345,ADS,WGD,Translation rate,0.1412857142857143,0.0002886206517143,6,0.1
346,ADS,WGD,Protein abundance,0.1443469387755102,0.0001960533728326,6,0.1
347,ADS,WGD,Divergence ratio,0.1317959183673469,0.0009075576504307,6,0.1
348,Minimal,WGD,Transcription rate,0.1771428571428571,1.8353363038237087e-06,6,0.1
349,Minimal,WGD,Translation rate,0.1368265306122449,0.0004994173704089,6,0.1
350,Minimal,WGD,Protein abundance,0.1465510204081632,0.0001476354693615,6,0.1
351,Minimal,WGD,Divergence ratio,0.1527959183673469,6.455352572765083e-05,6,0.1
352,Mixed,WGD,Transcription rate,0.1741428571428571,2.9294847813110536e-06,6,0.1
353,Mixed,WGD,Translation rate,0.3582142857142857,2.220446049250313e-16,6,0.1
354,Mixed,WGD,Protein abundance,0.1285510204081632,0.0013182722461313,6,0.1
355,Mixed,WGD,Divergence ratio,0.1952959183673469,9.102143916361882e-08,6,0.1
356,No Cost,WGD,Transcription rate,0.228438775510204,1.7328971591012987e-10,6,0.1
357,No Cost,WGD,Translation rate,0.1767142857142857,1.963113395175853e-06,6,0.1
358,No Cost,WGD,Protein abundance,0.1930510204081632,1.3413582689025816e-07,6,0.1
359,No Cost,WGD,Divergence ratio,0.2367959183673469,3.0431435149580466e-11,6,0.1
360,ADS,WGD,Transcription rate,0.1651428571428571,1.1345105441096235e-05,6,0.1
361,ADS,WGD,Translation rate,0.1558265306122448,4.266587451851045e-05,6,0.1
362,ADS,WGD,Protein abundance,0.1387142857142857,0.0003968186799366,6,0.1
363,ADS,WGD,Divergence ratio,0.1507959183673469,8.445675888257842e-05,6,0.1
364,Minimal,WGD,Transcription rate,0.1751428571428571,2.5089540743872263e-06,6,0.1
365,Minimal,WGD,Translation rate,0.1423265306122449,0.0002532929401499,6,0.1
366,Minimal,WGD,Protein abundance,0.1490510204081632,0.0001064598388884,6,0.1
367,Minimal,WGD,Divergence ratio,0.1567959183673469,3.730889458142261e-05,6,0.1
368,Mixed,WGD,Transcription rate,0.1941428571428571,1.1114665876554852e-07,6,0.1
369,Mixed,WGD,Translation rate,0.3347142857142857,2.220446049250313e-16,6,0.1
370,Mixed,WGD,Protein abundance,0.1500510204081632,9.326158549882724e-05,6,0.1
371,Mixed,WGD,Divergence ratio,0.2112959183673469,5.021999482934802e-09,6,0.1
372,No Cost,WGD,Transcription rate,0.2329387755102041,6.844891320412215e-11,6,0.1
373,No Cost,WGD,Translation rate,0.1732142857142857,3.3801411150058414e-06,6,0.1
374,No Cost,WGD,Protein abundance,0.2022142857142857,2.6766597049920904e-08,6,0.1
375,No Cost,WGD,Divergence ratio,0.2382959183673469,2.211464344981096e-11,6,0.1
376,ADS,WGD,Transcription rate,0.1826428571428571,7.624408587814102e-07,6,0.1
377,ADS,WGD,Translation rate,0.1368265306122449,0.0004994173704089,6,0.1
378,ADS,WGD,Protein abundance,0.1625510204081632,1.6529658610764386e-05,6,0.1
379,ADS,WGD,Divergence ratio,0.1652959183673469,1.1093853627408556e-05,6,0.1
380,Minimal,WGD,Transcription rate,0.1691428571428571,6.2717792402855466e-06,6,0.1
381,Minimal,WGD,Translation rate,0.1332857142857142,0.0007622072256443,6,0.1
382,Minimal,WGD,Protein abundance,0.1288061224489796,0.0012805820429051,6,0.1
383,Minimal,WGD,Divergence ratio,0.1413979591836734,0.0002845934639725,6,0.1
384,Mixed,WGD,Transcription rate,0.1506428571428571,8.619731183279189e-05,7,0.1
385,Mixed,WGD,Translation rate,0.3475408163265306,2.220446049250313e-16,7,0.1
386,Mixed,WGD,Protein abundance,0.1298469387755102,0.0011369568555276,7,0.1
387,Mixed,WGD,Divergence ratio,0.178,1.6034103978990188e-06,7,0.1
388,No Cost,WGD,Transcription rate,0.244438775510204,5.849098982935175e-12,7,0.1
389,No Cost,WGD,Translation rate,0.1572142857142857,3.520028497738803e-05,7,0.1
390,No Cost,WGD,Protein abundance,0.2063775510204081,1.2546609307051426e-08,7,0.1
391,No Cost,WGD,Divergence ratio,0.2516938775510204,1.1657341758564144e-12,7,0.1
392,ADS,WGD,Transcription rate,0.1696428571428571,5.817983071754185e-06,7,0.1
393,ADS,WGD,Translation rate,0.1413265306122449,0.0002871464239354,7,0.1
394,ADS,WGD,Protein abundance,0.1420510204081632,0.0002622261355335,7,0.1
395,ADS,WGD,Divergence ratio,0.1562959183673469,3.998685254014145e-05,7,0.1
396,Minimal,WGD,Transcription rate,0.1666428571428571,9.099378185939422e-06,7,0.1
397,Minimal,WGD,Translation rate,0.1508265306122449,8.411050268197773e-05,7,0.1
398,Minimal,WGD,Protein abundance,0.1435510204081632,0.0002169643817838,7,0.1
399,Minimal,WGD,Divergence ratio,0.1567959183673469,3.730889458142261e-05,7,0.1
400,Mixed,WGD,Transcription rate,0.1821428571428571,8.267641484760446e-07,7,0.1
401,Mixed,WGD,Translation rate,0.3482959183673469,2.220446049250313e-16,7,0.1
402,Mixed,WGD,Protein abundance,0.1343469387755102,0.000672285615518,7,0.1
403,Mixed,WGD,Divergence ratio,0.2107959183673469,5.5175164437315524e-09,7,0.1
404,No Cost,WGD,Transcription rate,0.227938775510204,1.9190438127481e-10,7,0.1
405,No Cost,WGD,Translation rate,0.1922959183673469,1.5266220920739928e-07,7,0.1
406,No Cost,WGD,Protein abundance,0.191704081632653,1.6888990428398645e-07,7,0.1
407,No Cost,WGD,Divergence ratio,0.2332959183673469,6.357292470227094e-11,7,0.1
408,ADS,WGD,Transcription rate,0.1871428571428571,3.640700616536208e-07,7,0.1
409,ADS,WGD,Translation rate,0.1683265306122449,7.086585464444184e-06,7,0.1
410,ADS,WGD,Protein abundance,0.1590510204081632,2.7215485900233816e-05,7,0.1
411,ADS,WGD,Divergence ratio,0.1747959183673469,2.6478269742336025e-06,7,0.1
412,Minimal,WGD,Transcription rate,0.1631428571428571,1.5176339767664082e-05,7,0.1
413,Minimal,WGD,Translation rate,0.1594489795918367,2.57305360625848e-05,7,0.1
414,Minimal,WGD,Protein abundance,0.1335510204081632,0.0007387266207468,7,0.1
415,Minimal,WGD,Divergence ratio,0.1492959183673469,0.0001030736688468,7,0.1
416,Mixed,WGD,Transcription rate,0.1723163265306122,3.878815088675935e-06,7,0.1
417,Mixed,WGD,Translation rate,0.3452142857142857,2.220446049250313e-16,7,0.1
418,Mixed,WGD,Protein abundance,0.1473469387755102,0.0001331220176336,7,0.1
419,Mixed,WGD,Divergence ratio,0.1962959183673469,7.64693622867796e-08,7,0.1
420,No Cost,WGD,Transcription rate,0.2593571428571428,2.0028423364237827e-13,7,0.1
421,No Cost,WGD,Translation rate,0.1767142857142857,1.963113395175853e-06,7,0.1
422,No Cost,WGD,Protein abundance,0.223704081632653,4.5136683279878303e-10,7,0.1
423,No Cost,WGD,Divergence ratio,0.2626938775510204,9.15933995315754e-14,7,0.1
424,ADS,WGD,Transcription rate,0.1696428571428571,5.817983071754185e-06,7,0.1
425,ADS,WGD,Translation rate,0.153,6.279383648155612e-05,7,0.1
426,ADS,WGD,Protein abundance,0.1415510204081632,0.0002791971584819,7,0.1
427,ADS,WGD,Divergence ratio,0.1582959183673469,3.0263016255971387e-05,7,0.1
428,Minimal,WGD,Transcription rate,0.1576428571428571,3.3157814706696875e-05,7,0.1
429,Minimal,WGD,Translation rate,0.1628265306122449,1.5885864841913566e-05,7,0.1
430,Minimal,WGD,Protein abundance,0.1358469387755102,0.0005620158516573,7,0.1
431,Minimal,WGD,Divergence ratio,0.1437959183673469,0.0002103163847965,7,0.1
432,Mixed,WGD,Transcription rate,0.1878163265306122,3.254245456441041e-07,8,0.1
433,Mixed,WGD,Translation rate,0.3322142857142857,2.220446049250313e-16,8,0.1
434,Mixed,WGD,Protein abundance,0.1430510204081632,0.0002311610808136,8,0.1
435,Mixed,WGD,Divergence ratio,0.2092959183673469,7.307103033760143e-09,8,0.1
436,No Cost,WGD,Transcription rate,0.2166428571428571,1.8095875908841206e-09,8,0.1
437,No Cost,WGD,Translation rate,0.186469387755102,4.071336510147461e-07,8,0.1
438,No Cost,WGD,Protein abundance,0.177204081632653,1.817767440681628e-06,8,0.1
439,No Cost,WGD,Divergence ratio,0.2347959183673469,4.6428638711404346e-11,8,0.1
440,ADS,WGD,Transcription rate,0.1611428571428571,2.0228343010741945e-05,8,0.1
441,ADS,WGD,Translation rate,0.1748265306122449,2.635270952899837e-06,8,0.1
442,ADS,WGD,Protein abundance,0.1353469387755102,0.0005967335814625,8,0.1
443,ADS,WGD,Divergence ratio,0.1542959183673469,5.264546794880864e-05,8,0.1
444,Minimal,WGD,Transcription rate,0.1736428571428571,3.1644124891538894e-06,8,0.1
445,Minimal,WGD,Translation rate,0.1593265306122449,2.6178150604905248e-05,8,0.1
446,Minimal,WGD,Protein abundance,0.1405510204081632,0.0003162932305901,8,0.1
447,Minimal,WGD,Divergence ratio,0.1622959183673469,1.714800692820262e-05,8,0.1
448,Mixed,WGD,Transcription rate,0.1876428571428571,3.34982391048122e-07,8,0.1
449,Mixed,WGD,Translation rate,0.3367142857142857,2.220446049250313e-16,8,0.1
450,Mixed,WGD,Protein abundance,0.1440510204081632,0.0002035940357836,8,0.1
451,Mixed,WGD,Divergence ratio,0.2147959183673469,2.58227850213899e-09,8,0.1
452,No Cost,WGD,Transcription rate,0.2549387755102041,5.568878691519785e-13,8,0.1
453,No Cost,WGD,Translation rate,0.1922142857142857,1.5480859283378837e-07,8,0.1
454,No Cost,WGD,Protein abundance,0.220704081632653,8.187894806610531e-10,8,0.1
455,No Cost,WGD,Divergence ratio,0.2631938775510204,8.160139230994899e-14,8,0.1
456,ADS,WGD,Transcription rate,0.1706428571428571,5.00312727091945e-06,8,0.1
457,ADS,WGD,Translation rate,0.1787959183673469,1.4135279823301872e-06,8,0.1
458,ADS,WGD,Protein abundance,0.1343469387755102,0.000672285615518,8,0.1
459,ADS,WGD,Divergence ratio,0.1667959183673469,8.896007288816676e-06,8,0.1
460,Minimal,WGD,Transcription rate,0.1836428571428571,6.479764804723231e-07,8,0.1
461,Minimal,WGD,Translation rate,0.1628265306122449,1.5885864841913566e-05,8,0.1
462,Minimal,WGD,Protein abundance,0.1530510204081632,6.236154858052512e-05,8,0.1
463,Minimal,WGD,Divergence ratio,0.1792959183673469,1.3055344268986246e-06,8,0.1
464,Mixed,WGD,Transcription rate,0.1816428571428571,8.963104988213288e-07,8,0.1
465,Mixed,WGD,Translation rate,0.3437142857142857,2.220446049250313e-16,8,0.1
466,Mixed,WGD,Protein abundance,0.1313469387755102,0.0009562051995714,8,0.1
467,Mixed,WGD,Divergence ratio,0.2022959183673469,2.63756700924489e-08,8,0.1
468,No Cost,WGD,Transcription rate,0.2394387755102041,1.7305157307134778e-11,8,0.1
469,No Cost,WGD,Translation rate,0.1997142857142857,4.186682223128457e-08,8,0.1
470,No Cost,WGD,Protein abundance,0.201704081632653,2.933680598449229e-08,8,0.1
471,No Cost,WGD,Divergence ratio,0.2481938775510204,2.551070465983685e-12,8,0.1
472,ADS,WGD,Transcription rate,0.1796428571428571,1.2353217061500388e-06,8,0.1
473,ADS,WGD,Translation rate,0.1733265306122449,3.3223054187736523e-06,8,0.1
474,ADS,WGD,Protein abundance,0.1390510204081632,0.0003807418938919,8,0.1
475,ADS,WGD,Divergence ratio,0.1712959183673469,4.531479502634106e-06,8,0.1
476,Minimal,WGD,Transcription rate,0.1801428571428571,1.140505810903747e-06,8,0.1
477,Minimal,WGD,Translation rate,0.1532142857142857,6.099675537873939e-05,8,0.1
478,Minimal,WGD,Protein abundance,0.1482142857142857,0.0001188466311428,8,0.1
479,Minimal,WGD,Divergence ratio,0.1702959183673469,5.2726358890087255e-06,8,0.1
480,Mixed,WGD,Transcription rate,0.1756428571428571,2.3211113659993288e-06,9,0.1
481,Mixed,WGD,Translation rate,0.3382142857142857,2.220446049250313e-16,9,0.1
482,Mixed,WGD,Protein abundance,0.1308469387755102,0.0010132394295587,9,0.1
483,Mixed,WGD,Divergence ratio,0.1927959183673469,1.401354794428045e-07,9,0.1
484,No Cost,WGD,Transcription rate,0.229438775510204,1.4119960756175942e-10,9,0.1
485,No Cost,WGD,Translation rate,0.2132959183673469,3.438802909094818e-09,9,0.1
486,No Cost,WGD,Protein abundance,0.1925510204081632,1.4614318399885917e-07,9,0.1
487,No Cost,WGD,Divergence ratio,0.2421938775510204,9.550693569337908e-12,9,0.1
488,ADS,WGD,Transcription rate,0.1711428571428571,4.637980483335191e-06,9,0.1
489,ADS,WGD,Translation rate,0.1743265306122449,2.847486419987888e-06,9,0.1
490,ADS,WGD,Protein abundance,0.1460510204081632,0.0001575070337855,9,0.1
491,ADS,WGD,Divergence ratio,0.1722959183673469,3.890985403542935e-06,9,0.1
492,Minimal,WGD,Transcription rate,0.1801428571428571,1.140505810903747e-06,9,0.1
493,Minimal,WGD,Translation rate,0.1783265306122449,1.522706838064103e-06,9,0.1
494,Minimal,WGD,Protein abundance,0.1470510204081632,0.000138351618153,9,0.1
495,Minimal,WGD,Divergence ratio,0.1742959183673469,2.861015011457191e-06,9,0.1
496,Mixed,WGD,Transcription rate,0.1856428571428571,4.667463144869544e-07,9,0.1
497,Mixed,WGD,Translation rate,0.3576326530612245,2.220446049250313e-16,9,0.1
498,Mixed,WGD,Protein abundance,0.1375510204081632,0.000457402708772,9,0.1
499,Mixed,WGD,Divergence ratio,0.2112959183673469,5.021999482934802e-09,9,0.1
500,No Cost,WGD,Transcription rate,0.247938775510204,2.699063195166218e-12,9,0.1
501,No Cost,WGD,Translation rate,0.1977142857142857,5.963499338790257e-08,9,0.1
502,No Cost,WGD,Protein abundance,0.207204081632653,1.0773248293460824e-08,9,0.1
503,No Cost,WGD,Divergence ratio,0.2571938775510204,3.297362383136715e-13,9,0.1
504,ADS,WGD,Transcription rate,0.1736428571428571,3.1644124891538894e-06,9,0.1
505,ADS,WGD,Translation rate,0.1943265306122449,1.0766882185819783e-07,9,0.1
506,ADS,WGD,Protein abundance,0.142204081632653,0.0002572314497919,9,0.1
507,ADS,WGD,Divergence ratio,0.1762959183673469,2.0960809778980405e-06,9,0.1
508,Minimal,WGD,Transcription rate,0.1781428571428571,1.5676055328261995e-06,9,0.1
509,Minimal,WGD,Translation rate,0.1828265306122449,7.400414888669715e-07,9,0.1
510,Minimal,WGD,Protein abundance,0.1420510204081632,0.0002622261355335,9,0.1
511,Minimal,WGD,Divergence ratio,0.1792959183673469,1.3055344268986246e-06,9,0.1
512,Mixed,WGD,Transcription rate,0.1886428571428571,2.833996641804504e-07,9,0.1
513,Mixed,WGD,Translation rate,0.3417142857142857,2.220446049250313e-16,9,0.1
514,Mixed,WGD,Protein abundance,0.1360510204081632,0.0005483963342676,9,0.1
515,Mixed,WGD,Divergence ratio,0.2137959183673469,3.126363945504806e-09,9,0.1
516,No Cost,WGD,Transcription rate,0.2374387755102041,2.653333108781908e-11,9,0.1
517,No Cost,WGD,Translation rate,0.2167142857142857,1.784811187732771e-09,9,0.1
518,No Cost,WGD,Protein abundance,0.201704081632653,2.933680598449229e-08,9,0.1
519,No Cost,WGD,Divergence ratio,0.2562959183673469,4.0811798385220754e-13,9,0.1
520,ADS,WGD,Transcription rate,0.1896428571428571,2.395416186518063e-07,9,0.1
521,ADS,WGD,Translation rate,0.1742959183673469,2.861015011457191e-06,9,0.1
522,ADS,WGD,Protein abundance,0.1542142857142857,5.323554899816507e-05,9,0.1
523,ADS,WGD,Divergence ratio,0.1882959183673469,3.003543019852728e-07,9,0.1
524,Minimal,WGD,Transcription rate,0.1731428571428571,3.4174068015424552e-06,9,0.1
525,Minimal,WGD,Translation rate,0.1712142857142857,4.588008041150893e-06,9,0.1
526,Minimal,WGD,Protein abundance,0.1457142857142857,0.0001645044808611,9,0.1
527,Minimal,WGD,Divergence ratio,0.1697959183673469,5.685575975133972e-06,9,0.1
